"","linenumber","word","sentiment"
"1080",293,"objective","positive"
"1081",293,"objective","trust"
"1082",293,"priori",NA
"1083",293,"subjective",NA
"1084",294,"representations",NA
"1085",294,"deduce",NA
"1086",294,"synthetical",NA
"1087",294,"propositions",NA
"1088",295,"priori",NA
"1089",295,"intuition","positive"
"1090",295,"intuition","trust"
"1091",295,"space",NA
"1092",295,"3",NA
"1093",296,"speak",NA
"1094",296,"accurately",NA
"1095",296,"ideality",NA
"1096",296,"belongs",NA
"1097",297,"agree","positive"
"1098",297,"respect","anticipation"
"1099",297,"respect","joy"
"1100",297,"respect","positive"
"1101",297,"respect","trust"
"1102",297,"representation",NA
"1103",297,"space",NA
"1104",298,"belong",NA
"1105",298,"subjective",NA
"1106",298,"nature",NA
"1107",298,"mode",NA
"1108",298,"sensuous","joy"
"1109",298,"sensuous","positive"
"1110",299,"perception",NA
"1111",299,"mode",NA
"1112",299,"sight",NA
"1113",299,"hearing","fear"
"1114",299,"hearing","negative"
"1115",300,"feeling","anger"
"1116",300,"feeling","anticipation"
"1117",300,"feeling","disgust"
"1118",300,"feeling","fear"
"1119",300,"feeling","joy"
"1120",300,"feeling","negative"
"1121",300,"feeling","positive"
"1122",300,"feeling","sadness"
"1123",300,"feeling","surprise"
"1124",300,"feeling","trust"
"1125",300,"means",NA
"1126",300,"sensations",NA
"1127",300,"colour",NA
"1128",300,"sound",NA
"1129",300,"heat",NA
"1130",301,"sensations",NA
"1131",301,"intuitions",NA
"1132",302,"cognition",NA
"1133",302,"object",NA
"1134",303,"priori",NA
"1135",303,"cognition",NA
"1136",303,"purpose",NA
"1137",303,"remark",NA
"1138",304,"guard","fear"
"1139",304,"guard","positive"
"1140",304,"guard","trust"
"1141",304,"illustrating",NA
"1142",304,"asserted",NA
"1143",304,"ideality",NA
"1144",304,"space",NA
"1145",305,"examples",NA
"1146",305,"insufficient","negative"
"1147",305,"colour",NA
"1148",305,"taste",NA
"1149",306,"contemplated",NA
"1150",306,"properties",NA
"1151",307,"subject","negative"
"1152",308,"originally",NA
"1153",308,"mere",NA
"1154",308,"phenomenon",NA
"1155",309,"rose",NA
"1156",309,"empirical",NA
"1157",309,"understanding","positive"
"1158",309,"understanding","trust"
"1159",310,"eye",NA
"1160",310,"respect","anticipation"
"1161",310,"respect","joy"
"1162",310,"respect","positive"
"1163",310,"respect","trust"
"1164",310,"colour",NA
"1165",311,"contrary","negative"
"1166",311,"transcendental","positive"
"1167",311,"conception",NA
"1168",312,"phenomena",NA
"1169",312,"space",NA
"1170",312,"critical",NA
"1171",312,"admonition","fear"
"1172",312,"admonition","negative"
"1173",313,"intuited",NA
"1174",313,"space",NA
"1175",313,"space",NA
"1176",314,"form",NA
"1177",314,"belongs",NA
"1178",314,"property",NA
"1179",314,"objects",NA
"1180",315,"unknown","anticipation"
"1181",315,"unknown","fear"
"1182",315,"unknown","negative"
"1183",315,"call",NA
"1184",315,"outward","positive"
"1185",315,"objects",NA
"1186",316,"mere",NA
"1187",316,"representations",NA
"1188",316,"sensibility","positive"
"1189",317,"form",NA
"1190",317,"space",NA
"1191",317,"real","positive"
"1192",317,"real","trust"
"1193",317,"correlate",NA
"1194",318,"means",NA
"1195",318,"representations",NA
"1196",319,"respecting","positive"
"1197",319,"experience",NA
"1198",319,"inquiry","anticipation"
"1199",319,"inquiry","positive"
"1200",322,"section",NA
"1201",322,"ii",NA
"1202",322,"time","anticipation"
"1203",325,"5",NA
"1204",325,"metaphysical",NA
"1205",325,"exposition",NA
"1206",325,"conception",NA
"1207",327,"1",NA
"1208",327,"time","anticipation"
"1209",327,"empirical",NA
"1210",327,"conception",NA
"1211",327,"coexistence",NA
"1212",328,"succession",NA
"1213",328,"perceived",NA
"1214",328,"representation",NA
"1215",328,"time","anticipation"
"1216",329,"exist",NA
"1217",329,"foundation","positive"
"1218",329,"priori",NA
"1219",329,"presupposition",NA
"1220",330,"represent",NA
"1221",330,"exist",NA
"1222",331,"time","anticipation"
"1223",331,"times",NA
"1224",331,"contemporaneously",NA
"1225",332,"succession",NA
"1226",334,"2",NA
"1227",334,"time","anticipation"
"1228",334,"representation",NA
"1229",334,"lying","anger"
"1230",334,"lying","disgust"
"1231",334,"lying","negative"
"1232",334,"foundation","positive"
"1233",335,"intuitions",NA
"1234",335,"regard",NA
"1235",335,"phenomena",NA
"1236",336,"time","anticipation"
"1237",336,"represent",NA
"1238",337,"unconnected",NA
"1239",337,"time","anticipation"
"1240",337,"represent",NA
"1241",338,"time","anticipation"
"1242",338,"void",NA
"1243",338,"phenomena",NA
"1244",338,"time","anticipation"
"1245",338,"priori",NA
"1246",339,"reality",NA
"1247",339,"phenomena",NA
"1248",339,"annihilated","anger"
"1249",339,"annihilated","fear"
"1250",339,"annihilated","negative"
"1251",339,"annihilated","sadness"
"1252",340,"time","anticipation"
"1253",340,"universal",NA
"1254",340,"condition",NA
"1255",341,"possibility","anticipation"
"1256",341,"annulled",NA
"1257",343,"3",NA
"1258",343,"necessity","sadness"
"1259",343,"priori",NA
"1260",343,"founded",NA
"1261",343,"possibility","anticipation"
"1262",344,"apodeictic",NA
"1263",344,"principles",NA
"1264",344,"relations",NA
"1265",344,"time","anticipation"
"1266",344,"axioms",NA
"1267",344,"time","anticipation"
"1268",345,"time","anticipation"
"1269",345,"dimension",NA
"1270",345,"times",NA
"1271",346,"coexistent",NA
"1272",346,"successive",NA
"1273",346,"spaces",NA
"1274",346,"successive",NA
"1275",347,"coexistent",NA
"1276",347,"principles",NA
"1277",347,"derived",NA
"1278",347,"experience",NA
"1279",348,"strict",NA
"1280",348,"universality",NA
"1281",348,"apodeictic",NA
"1282",349,"certainty","positive"
"1283",349,"common",NA
"1284",349,"experience",NA
"1285",349,"teaches",NA
"1286",350,"valid",NA
"1287",350,"rules",NA
"1288",351,"experience",NA
"1289",351,"instruct","positive"
"1290",351,"instruct","trust"
"1291",351,"respecting","positive"
"1292",352,"experience",NA
"1293",352,"means",NA
"1294",354,"4",NA
"1295",354,"time","anticipation"
"1296",354,"discursive",NA
"1297",354,"called",NA
"1298",354,"conception",NA
"1299",355,"pure",NA
"1300",355,"form",NA
"1301",355,"sensuous","joy"
"1302",355,"sensuous","positive"
"1303",355,"intuition","positive"
"1304",355,"intuition","trust"
"1305",355,"times",NA
"1306",356,"time","anticipation"
"1307",356,"representation",NA
"1308",357,"single",NA
"1309",357,"object",NA
"1310",357,"intuition","positive"
"1311",357,"intuition","trust"
"1312",357,"proposition","positive"
"1313",358,"times",NA
"1314",358,"coexistent",NA
"1315",358,"derived",NA
"1316",359,"conception",NA
"1317",359,"proposition","positive"
"1318",359,"synthetical",NA
"1319",360,"spring",NA
"1320",360,"conceptions",NA
"1321",360,"contained",NA
"1322",361,"immediately","anticipation"
"1323",361,"immediately","negative"
"1324",361,"immediately","positive"
"1325",361,"intuition","positive"
"1326",361,"intuition","trust"
"1327",361,"representation",NA
"1328",361,"time","anticipation"
"1329",363,"5",NA
"1330",363,"infinity","anticipation"
"1331",363,"infinity","joy"
"1332",363,"infinity","positive"
"1333",363,"infinity","trust"
"1334",363,"time","anticipation"
"1335",363,"signifies",NA
"1336",364,"determined","positive"
"1337",364,"quantity",NA
"1338",364,"time","anticipation"
"1339",364,"limitations",NA
"1340",365,"time","anticipation"
"1341",365,"lying","anger"
"1342",365,"lying","disgust"
"1343",365,"lying","negative"
"1344",365,"foundation","positive"
"1345",365,"original",NA
"1346",366,"representation",NA
"1347",366,"time","anticipation"
"1348",366,"unlimited","positive"
"1349",367,"determinate","anticipation"
"1350",367,"determinate","trust"
"1351",367,"representation",NA
"1352",367,"time","anticipation"
"1353",367,"quantity",NA
"1354",368,"object",NA
"1355",368,"obtained",NA
"1356",368,"limitation",NA
"1357",368,"complete",NA
"1358",369,"representation",NA
"1359",369,"time","anticipation"
"1360",369,"furnished",NA
"1361",369,"means",NA
"1362",369,"conceptions",NA
"1363",370,"partial",NA
"1364",370,"representations",NA
"1365",370,"conceptions",NA
"1366",371,"contrary","negative"
"1367",371,"intuition","positive"
"1368",371,"intuition","trust"
"1369",371,"basis",NA
"1370",374,"6",NA
"1371",374,"transcendental","positive"
"1372",374,"exposition",NA
"1373",374,"conception",NA
"1374",374,"time","anticipation"
"1375",376,"refer",NA
"1376",376,"5",NA
"1377",376,"3",NA
"1378",376,"sake",NA
"1379",377,"brevity",NA
"1380",377,"head",NA
"1381",377,"metaphysical",NA
"1382",377,"exposition",NA
"1383",378,"properly",NA
"1384",378,"transcendental","positive"
"1385",378,"add",NA
"1386",378,"conception",NA
"1387",379,"change","fear"
"1388",379,"conception",NA
"1389",379,"motion","anticipation"
"1390",379,"change","fear"
"1391",380,"representation",NA
"1392",380,"time","anticipation"
"1393",381,"representation",NA
"1394",381,"intuition","positive"
"1395",381,"intuition","trust"
"1396",381,"internal",NA
"1397",381,"priori",NA
"1398",382,"conception",NA
"1399",382,"render","positive"
"1400",382,"comprehensible",NA
"1401",383,"possibility","anticipation"
"1402",383,"change","fear"
"1403",383,"words","anger"
"1404",383,"words","negative"
"1405",383,"conjunction",NA
"1406",384,"contradictorily",NA
"1407",384,"opposed","anger"
"1408",384,"opposed","fear"
"1409",384,"opposed","negative"
"1410",384,"predicates",NA
"1411",384,"object",NA
"1412",385,"presence","positive"
"1413",385,"presence","positive"
"1414",386,"time","anticipation"
"1415",387,"meet",NA
"1416",387,"contradictorily",NA
"1417",387,"opposed","anger"
"1418",387,"opposed","fear"
"1419",387,"opposed","negative"
"1420",387,"determinations",NA
"1421",388,"conception",NA
"1422",388,"time","anticipation"
"1423",388,"explains",NA
"1424",389,"possibility","anticipation"
"1425",389,"synthetical",NA
"1426",389,"knowledge","positive"
"1427",389,"priori",NA
"1428",389,"exhibited",NA
"1429",390,"doctrine","trust"
"1430",390,"motion","anticipation"
"1431",390,"fruitful","positive"
"1432",393,"7",NA
"1433",393,"conclusions",NA
"1434",393,"conceptions",NA
"1435",395,"time","anticipation"
"1436",395,"subsists",NA
"1437",395,"inheres",NA
"1438",396,"objective","anticipation"
"1439",396,"objective","positive"
"1440",396,"objective","trust"
"1441",396,"determination","positive"
"1442",396,"determination","trust"
"1443",396,"remains","disgust"
"1444",396,"remains","fear"
"1445",396,"remains","negative"
"1446",396,"remains","positive"
"1447",396,"remains","trust"
"1448",397,"abstraction",NA
"1449",397,"subjective",NA
"1450",397,"conditions",NA
"1451",397,"intuition","positive"
"1452",397,"intuition","trust"
"1453",398,"real","positive"
"1454",398,"real","trust"
"1455",399,"power",NA
"1456",399,"perception",NA
"1457",399,"real","positive"
"1458",399,"real","trust"
"1459",399,"object",NA
"1460",400,"determination","positive"
"1461",400,"determination","trust"
"1462",400,"inherent",NA
"1463",401,"antecedent",NA
"1464",401,"condition",NA
"1465",401,"discerned",NA
"1466",402,"intuited",NA
"1467",402,"means",NA
"1468",402,"synthetical",NA
"1469",402,"propositions",NA
"1470",402,"priori",NA
"1471",403,"regard",NA
"1472",403,"time","anticipation"
"1473",403,"subjective",NA
"1474",403,"condition",NA
"1475",404,"intuitions",NA
"1476",404,"form",NA
"1477",405,"intuition","positive"
"1478",405,"intuition","trust"
"1479",405,"represented","positive"
"1480",405,"prior",NA
"1481",405,"objects",NA
"1482",406,"priori",NA
"1483",408,"time","anticipation"
"1484",408,"form",NA
"1485",408,"internal",NA
"1486",408,"sense","positive"
"1487",409,"intuitions",NA
"1488",409,"internal",NA
"1489",409,"time","anticipation"
"1490",410,"determination","positive"
"1491",410,"determination","trust"
"1492",410,"outward","positive"
"1493",410,"phenomena",NA
"1494",410,"shape","positive"
"1495",411,"position",NA
"1496",411,"contrary","negative"
"1497",411,"determines",NA
"1498",411,"relation",NA
"1499",412,"representations",NA
"1500",412,"internal",NA
"1501",412,"precisely",NA
"1502",413,"internal",NA
"1503",413,"intuition","positive"
"1504",413,"intuition","trust"
"1505",413,"shape","positive"
"1506",413,"form",NA
"1507",413,"endeavour",NA
"1508",414,"supply","positive"
"1509",414,"analogies",NA
"1510",414,"represent",NA
"1511",414,"time","anticipation"
"1512",415,"line",NA
"1513",415,"progressing",NA
"1514",415,"infinity","anticipation"
"1515",415,"infinity","joy"
"1516",415,"infinity","positive"
"1517",415,"infinity","trust"
"1518",415,"content","joy"
"1519",415,"content","positive"
"1520",415,"content","trust"
"1521",415,"constitutes",NA
"1522",415,"series","trust"
"1523",416,"dimension",NA
"1524",416,"conclude",NA
"1525",416,"properties",NA
"1526",417,"line",NA
"1527",417,"properties",NA
"1528",417,"time","anticipation"
"1529",417,"single",NA
"1530",417,"exception",NA
"1531",418,"line",NA
"1532",418,"coexistent",NA
"1533",418,"whilst",NA
"1534",418,"time","anticipation"
"1535",419,"successive",NA
"1536",419,"representation",NA
"1537",419,"time","anticipation"
"1538",420,"intuition","positive"
"1539",420,"intuition","trust"
"1540",420,"relations",NA
"1541",420,"expressed",NA
"1542",421,"external",NA
"1543",421,"intuition","positive"
"1544",421,"intuition","trust"
"1545",423,"time","anticipation"
"1546",423,"formal",NA
"1547",423,"condition",NA
"1548",423,"priori",NA
"1549",423,"phenomena",NA
"1550",423,"whatsoever",NA
"1551",424,"space",NA
"1552",424,"pure",NA
"1553",424,"form",NA
"1554",424,"external",NA
"1555",424,"intuition","positive"
"1556",424,"intuition","trust"
"1557",424,"limited","anger"
"1558",424,"limited","negative"
"1559",424,"limited","sadness"
"1560",425,"condition",NA
"1561",425,"priori",NA
"1562",425,"external",NA
"1563",425,"phenomena",NA
"1564",425,"hand",NA
"1565",426,"representations",NA
"1566",426,"external",NA
"1567",427,"objects",NA
"1568",427,"determinations",NA
"1569",428,"mind",NA
"1570",428,"belong",NA
"1571",428,"internal",NA
"1572",428,"internal",NA
"1573",429,"subject","negative"
"1574",429,"formal",NA
"1575",429,"condition",NA
"1576",429,"internal",NA
"1577",429,"intuition","positive"
"1578",429,"intuition","trust"
"1579",430,"time","anticipation"
"1580",430,"time","anticipation"
"1581",430,"condition",NA
"1582",430,"priori",NA
"1583",430,"phenomena",NA
"1584",430,"whatsoever",NA
"1585",431,"condition",NA
"1586",431,"internal",NA
"1587",431,"mediate","anticipation"
"1588",431,"mediate","positive"
"1589",431,"mediate","trust"
"1590",431,"condition",NA
"1591",432,"external",NA
"1592",432,"phenomena",NA
"1593",432,"priori",NA
"1594",432,"outward","positive"
"1595",433,"phenomena",NA
"1596",433,"space",NA
"1597",433,"determined","positive"
"1598",433,"priori",NA
"1599",434,"relations",NA
"1600",434,"space",NA
"1601",434,"principle",NA
"1602",434,"internal",NA
"1603",435,"sense","positive"
"1604",435,"affirm","positive"
"1605",435,"affirm","trust"
"1606",435,"universally",NA
"1607",435,"phenomena",NA
"1608",436,"objects",NA
"1609",436,"senses",NA
"1610",436,"time","anticipation"
"1611",436,"stand",NA
"1612",436,"necessarily",NA
"1613",436,"relations",NA
"1614",437,"time","anticipation"
"1615",439,"abstract",NA
"1616",439,"internal",NA
"1617",439,"intuition","positive"
"1618",439,"intuition","trust"
"1619",439,"external",NA
"1620",440,"intuitions",NA
"1621",440,"virtue","positive"
"1622",440,"virtue","trust"
"1623",440,"internal",NA
"1624",440,"intuition","positive"
"1625",440,"intuition","trust"
"1626",441,"faculty","positive"
"1627",441,"faculty","trust"
"1628",441,"representation",NA
"1629",442,"objects",NA
"1630",442,"time","anticipation"
"1631",443,"objective","anticipation"
"1632",443,"objective","positive"
"1633",443,"objective","trust"
"1634",443,"validity","fear"
"1635",443,"regard",NA
"1636",443,"phenomena",NA
"1637",444,"regard",NA
"1638",444,"objects",NA
"1639",444,"senses",NA
"1640",444,"objective","anticipation"
"1641",444,"objective","positive"
"1642",444,"objective","trust"
"1643",445,"abstraction",NA
"1644",445,"sensuousness",NA
"1645",445,"intuition","positive"
"1646",445,"intuition","trust"
"1647",445,"words","anger"
"1648",445,"words","negative"
"1649",446,"mode",NA
"1650",446,"representation",NA
"1651",446,"peculiar",NA
"1652",446,"speak",NA
"1653",447,"time","anticipation"
"1654",447,"subjective",NA
"1655",447,"condition",NA
"1656",448,"human",NA
"1657",448,"intuition","positive"
"1658",448,"intuition","trust"
"1659",448,"sensuous","joy"
"1660",448,"sensuous","positive"
"1661",449,"affected",NA
"1662",449,"objects",NA
"1663",449,"independently",NA
"1664",449,"mind",NA
"1665",450,"subject","negative"
"1666",450,"respect","anticipation"
"1667",450,"respect","joy"
"1668",450,"respect","positive"
"1669",450,"respect","trust"
"1670",450,"phenomena",NA
"1671",451,"sphere",NA
"1672",452,"experience",NA
"1673",452,"necessarily",NA
"1674",452,"objective","anticipation"
"1675",452,"objective","positive"
"1676",452,"objective","trust"
"1677",453,"time","anticipation"
"1678",453,"conception",NA
"1679",453,"abstract",NA
"1680",454,"mention",NA
"1681",454,"sort",NA
"1682",454,"intuition","positive"
"1683",454,"intuition","trust"
"1684",455,"proper","positive"
"1685",455,"condition",NA
"1686",455,"time","anticipation"
